Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
mask-of-wrath,,,,,,,,Size,M,,,,,,,,HR-WRATH-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-wrath,,,,,,,,Size,L,,,,,,,,HR-WRATH-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-wrath,,,,,,,,Size,XL,,,,,,,,HR-WRATH-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-mourning,MASK OF MOURNING,<p>The second mask weeps in silence — the river beneath the fire.</p>,Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-MOURNING-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-oni-samurai-dark-back-black.png,1,MASK OF MOURNING — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
mask-of-mourning,,,,,,,,Size,M,,,,,,,,HR-MOURNING-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-mourning,,,,,,,,Size,L,,,,,,,,HR-MOURNING-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-mourning,,,,,,,,Size,XL,,,,,,,,HR-MOURNING-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-reckoning,MASK OF RECKONING,<p>The third mask remembers every name carved into the dark.</p>,Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-RECKONING-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-cyber-oni-full-back-black.png,1,MASK OF RECKONING — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
mask-of-reckoning,,,,,,,,Size,M,,,,,,,,HR-RECKONING-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-reckoning,,,,,,,,Size,L,,,,,,,,HR-RECKONING-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-reckoning,,,,,,,,Size,XL,,,,,,,,HR-RECKONING-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-stillness,MASK OF STILLNESS,<p>The fourth mask is the most dangerous — patience sharpened into a blade.</p>,Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-STILLNESS-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-cyber-oni-portrait-circle-back-black-model3.png,1,MASK OF STILLNESS — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
mask-of-stillness,,,,,,,,Size,M,,,,,,,,HR-STILLNESS-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-stillness,,,,,,,,Size,L,,,,,,,,HR-STILLNESS-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
mask-of-stillness,,,,,,,,Size,XL,,,,,,,,HR-STILLNESS-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-inscribed,THE INSCRIBED,"<p>Flesh gone, vow intact — kanji burned across the ribcage of what remained.</p>",Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-INSCRIBED-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-skeleton-samurai-kanji-back-black.png,1,THE INSCRIBED — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-inscribed,,,,,,,,Size,M,,,,,,,,HR-INSCRIBED-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-inscribed,,,,,,,,Size,L,,,,,,,,HR-INSCRIBED-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-inscribed,,,,,,,,Size,XL,,,,,,,,HR-INSCRIBED-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-dragon,THE DRAGON,"<p>Ryū. The dragon coils upward — neon scale, ink shadow, breath of cold light.</p>",Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-DRAGON-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-dragon-red-sun-back-black.png,1,THE DRAGON — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-dragon,,,,,,,,Size,M,,,,,,,,HR-DRAGON-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-dragon,,,,,,,,Size,L,,,,,,,,HR-DRAGON-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-dragon,,,,,,,,Size,XL,,,,,,,,HR-DRAGON-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-fox,THE FOX,<p>Kitsune. Nine-tailed silhouette drifting through the long grass between worlds.</p>,Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-FOX-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-kitsune-nine-tails-back-black.png,1,THE FOX — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-fox,,,,,,,,Size,M,,,,,,,,HR-FOX-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-fox,,,,,,,,Size,L,,,,,,,,HR-FOX-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-fox,,,,,,,,Size,XL,,,,,,,,HR-FOX-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-fox-white,THE FOX (White),<p>Kitsune. Nine-tailed silhouette drifting through the long grass between worlds.</p>,Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-FOX-WHT-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-kitsune-nine-tails-back-white.png,1,THE FOX (White) — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-fox-white,,,,,,,,Size,M,,,,,,,,HR-FOX-WHT-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-fox-white,,,,,,,,Size,L,,,,,,,,HR-FOX-WHT-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-fox-white,,,,,,,,Size,XL,,,,,,,,HR-FOX-WHT-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-ghost,THE GHOST,"<p>Tengu. Crow-warrior of the mountain — black feathers, longer memory.</p>",Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-GHOST-WHT-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-crow-warrior-ghost-back-white.png,1,THE GHOST — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-ghost,,,,,,,,Size,M,,,,,,,,HR-GHOST-WHT-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-ghost,,,,,,,,Size,L,,,,,,,,HR-GHOST-WHT-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-ghost,,,,,,,,Size,XL,,,,,,,,HR-GHOST-WHT-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-ghost-black,THE GHOST (Black),"<p>Tengu. Crow-warrior of the mountain — black feathers, longer memory.</p>",Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-GHOST-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-crow-warrior-ghost-back-black-model4.png,1,THE GHOST (Black) — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-ghost-black,,,,,,,,Size,M,,,,,,,,HR-GHOST-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-ghost-black,,,,,,,,Size,L,,,,,,,,HR-GHOST-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-ghost-black,,,,,,,,Size,XL,,,,,,,,HR-GHOST-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-sentinel,THE SENTINEL,<p>The crow stands sentry above the pass. The mountain remembers.</p>,Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-SENTINEL-WHT-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-crow-warrior-bloodmoon-dark-back-white-model4.png,1,THE SENTINEL — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-sentinel,,,,,,,,Size,M,,,,,,,,HR-SENTINEL-WHT-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-sentinel,,,,,,,,Size,L,,,,,,,,HR-SENTINEL-WHT-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-sentinel,,,,,,,,Size,XL,,,,,,,,HR-SENTINEL-WHT-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-sentinel-black,THE SENTINEL (Black),<p>The crow stands sentry above the pass. The mountain remembers.</p>,Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-SENTINEL-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-crow-warrior-bloodmoon-dark-back-black.png,1,THE SENTINEL (Black) — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-sentinel-black,,,,,,,,Size,M,,,,,,,,HR-SENTINEL-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-sentinel-black,,,,,,,,Size,L,,,,,,,,HR-SENTINEL-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-sentinel-black,,,,,,,,Size,XL,,,,,,,,HR-SENTINEL-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-stormbringer,THE STORMBRINGER,"<p>When his wings open, the sky turns to a colder shade of black.</p>",Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-STORM-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-crow-samurai-aerial-back-black.png,1,THE STORMBRINGER — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-stormbringer,,,,,,,,Size,M,,,,,,,,HR-STORM-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-stormbringer,,,,,,,,Size,L,,,,,,,,HR-STORM-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-stormbringer,,,,,,,,Size,XL,,,,,,,,HR-STORM-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-reaper,THE REAPER,<p>The shadow tengu walks where the light dares not — the final judgment.</p>,Hollow Ronin,,Shirts,"drop-001, shirt",TRUE,Size,S,,,,,,,,HR-REAPER-BLK-S,200,,,continue,manual,38.00,,TRUE,TRUE,,https://hollowronin.com/mockups/tee-cyberpunk-ninja-neon-back-black.png,1,THE REAPER — back design,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,active
the-reaper,,,,,,,,Size,M,,,,,,,,HR-REAPER-BLK-M,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-reaper,,,,,,,,Size,L,,,,,,,,HR-REAPER-BLK-L,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
the-reaper,,,,,,,,Size,XL,,,,,,,,HR-REAPER-BLK-XL,200,,,continue,manual,38.00,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,,,,,g,,,,,,,,,
